StartCP,FinishCP,Distance,Height_Gain
CP14,CP1,3.985,113.76834106445312
CP14,CP10,8.561,108.17106628417969
CP14,CP11,9.338,305.13720703125
CP14,CP12,3.399,138.7200927734375
CP14,CP13,5.592,156.49484252929688
CP14,CP15,3.369,30.678939819335938
CP14,CP2,3.921,112.65556335449219
CP14,CP3,3.58,35.759033203125
CP14,CP4,2.551,28.778533935546875
CP14,CP5,3.985,113.76834106445312
CP14,CP6,5.094,260.7778625488281
CP14,CP7,8.734,319.970703125
CP14,CP8,7.769,297.2179870605469
CP14,CP9,9.848,350.42486572265625
CP14,Finish,2.551,28.778533935546875
CP14,Start,2.551,28.778533935546875
CP15,CP1,5.197,120.79312133789062
CP15,CP10,5.647,85.57936096191406
CP15,CP11,7.319,111.147216796875
CP15,CP12,6.768,299.10614013671875
CP15,CP13,8.435,267.635498046875
CP15,CP14,3.369,160.38604736328125
CP15,CP2,4.272,113.54873657226562
CP15,CP3,2.786,29.5145263671875
CP15,CP4,3.763,35.803314208984375
CP15,CP5,5.197,120.79312133789062
CP15,CP6,6.799,277.70989990234375
CP15,CP7,10.698,364.97216796875
CP15,CP8,8.409,126.16722106933594
CP15,CP9,8.01,157.29684448242188
CP15,Finish,3.763,35.803314208984375
CP15,Start,3.763,35.803314208984375
CP2,CP1,3.848,102.81793212890625
CP2,CP10,9.465,93.71662902832031
CP2,CP11,9.693,304.09405517578125
CP2,CP12,5.563,261.280029296875
CP2,CP13,7.086,249.66030883789062
CP2,CP14,3.921,145.03843688964844
CP2,CP15,4.272,16.224502563476562
CP2,CP3,1.566,5.9164581298828125
CP2,CP4,2.414,17.828125
CP2,CP5,3.848,102.81793212890625
CP2,CP6,5.449,259.7347106933594
CP2,CP7,9.349,346.9969787597656
CP2,CP8,8.124,296.1748352050781
CP2,CP9,10.204,349.3817138671875
CP2,Finish,2.414,17.828125
CP2,Start,2.414,17.828125
CP3,CP1,3.507,109.04252624511719
CP3,CP10,7.978,92.80354309082031
CP3,CP11,9.352,310.3186340332031
CP3,CP12,5.222,267.504638671875
CP3,CP13,6.746,255.88490295410156
CP3,CP14,3.58,151.26303100585938
CP3,CP15,2.786,15.311416625976562
CP3,CP2,1.566,89.03758239746094
CP3,CP4,2.073,24.052719116210938
CP3,CP5,3.507,109.04252624511719
CP3,CP6,5.109,265.95928955078125
CP3,CP7,9.008,353.2215576171875
CP3,CP8,7.783,302.3994140625
CP3,CP9,9.863,355.6063232421875
CP3,Finish,2.073,24.052719116210938
CP3,Start,2.073,24.052719116210938
CP4,CP1,1.434,84.98980712890625
CP4,CP10,8.955,96.40864562988281
CP4,CP11,8.323,300.6544494628906
CP4,CP12,4.193,257.8404541015625
CP4,CP13,5.716,246.22071838378906
CP4,CP14,2.551,141.59884643554688
CP4,CP15,3.763,18.916519165039062
CP4,CP2,2.414,98.26556396484375
CP4,CP3,2.073,21.369033813476562
CP4,CP5,1.434,84.98980712890625
CP4,CP6,4.079,256.29510498046875
CP4,CP7,7.978,343.557373046875
CP4,CP8,6.753,292.7352294921875
CP4,CP9,8.833,345.942138671875
CP4,Finish,0.0,0.0
CP4,Start,0.0,0.0
CP5,CP1,0.0,0.0
CP5,CP10,10.389,101.53303527832031
CP5,CP11,9.757,305.7788391113281
CP5,CP12,5.627,262.96484375
CP5,CP13,7.15,251.34510803222656
CP5,CP14,3.985,146.72323608398438
CP5,CP15,5.197,24.040908813476562
CP5,CP2,3.848,103.38995361328125
CP5,CP3,3.507,26.493423461914062
CP5,CP4,1.434,5.1243896484375
CP5,CP6,5.513,261.41949462890625
CP5,CP7,9.413,348.6817626953125
CP5,CP8,8.188,297.859619140625
CP5,CP9,10.267,351.0665283203125
CP5,Finish,1.434,5.1243896484375
CP5,Start,1.434,5.1243896484375
CP6,CP1,5.513,117.81498718261719
CP6,CP10,5.463,41.72523498535156
CP6,CP11,4.271,46.27784729003906
CP6,CP12,1.813,45.401153564453125
CP6,CP13,3.337,33.78143310546875
CP6,CP14,5.094,150.12823486328125
CP6,CP15,6.799,37.35316467285156
CP6,CP2,5.449,116.70220947265625
CP6,CP3,5.109,39.80567932128906
CP6,CP4,4.079,32.82518005371094
CP6,CP5,5.513,117.81498718261719
CP6,CP7,3.926,89.1807861328125
CP6,CP8,2.702,38.358642578125
CP6,CP9,4.781,91.56552124023438
CP6,Finish,4.079,32.82518005371094
CP6,Start,4.079,32.82518005371094
CP7,CP1,9.413,139.50221252441406
CP7,CP10,5.397,14.432205200195312
CP7,CP11,4.204,18.984817504882812
CP7,CP12,5.713,67.08837890625
CP7,CP13,3.142,39.22637939453125
CP7,CP14,8.734,143.74603271484375
CP7,CP15,10.698,59.04039001464844
CP7,CP2,9.349,138.38943481445312
CP7,CP3,9.008,61.49290466308594
CP7,CP4,7.978,54.51240539550781
CP7,CP5,9.413,139.50221252441406
CP7,CP6,3.926,23.605743408203125
CP7,CP8,2.635,11.06561279296875
CP7,CP9,4.714,64.27249145507812
CP7,Finish,7.978,54.51240539550781
CP7,Start,7.978,54.51240539550781
CP8,CP1,8.188,317.35174560546875
CP8,CP10,2.762,3.3665924072265625
CP8,CP11,1.569,7.9192047119140625
CP8,CP12,4.488,244.93792724609375
CP8,CP13,5.777,278.96368408203125
CP8,CP14,7.769,349.6650085449219
CP8,CP15,8.409,48.907135009765625
CP8,CP2,8.124,316.2389831542969
CP8,CP3,7.783,239.3424530029297
CP8,CP4,6.753,232.36195373535156
CP8,CP5,8.188,317.35174560546875
CP8,CP6,2.702,201.45529174804688
CP8,CP7,2.635,239.7373046875
CP8,CP9,2.08,53.206878662109375
CP8,Finish,6.753,232.36195373535156
CP8,Start,6.753,232.36195373535156
CP9,CP1,10.267,341.1336669921875
CP9,CP10,2.364,5.071258544921875
CP9,CP11,1.171,9.623870849609375
CP9,CP12,6.567,268.7198486328125
CP9,CP13,7.856,302.74560546875
CP9,CP14,9.848,373.4469299316406
CP9,CP15,8.01,50.61180114746094
CP9,CP2,10.204,340.0209045410156
CP9,CP3,9.863,263.1243896484375
CP9,CP4,8.833,256.14385986328125
CP9,CP5,10.267,341.1336669921875
CP9,CP6,4.781,225.23721313476562
CP9,CP7,4.714,263.51922607421875
CP9,CP8,2.08,23.78192138671875
CP9,Finish,8.833,256.14385986328125
CP9,Start,8.833,256.14385986328125
Finish,CP1,1.434,84.98980712890625
Finish,CP10,8.955,96.40864562988281
Finish,CP11,8.323,300.6544494628906
Finish,CP12,4.193,257.8404541015625
Finish,CP13,5.716,246.22071838378906
Finish,CP14,2.551,141.59884643554688
Finish,CP15,3.763,18.916519165039062
Finish,CP2,2.414,98.26556396484375
Finish,CP3,2.073,21.369033813476562
Finish,CP4,0.0,0.0
Finish,CP5,1.434,84.98980712890625
Finish,CP6,4.079,256.29510498046875
Finish,CP7,7.978,343.557373046875
Finish,CP8,6.753,292.7352294921875
Finish,CP9,8.833,345.942138671875
Finish,Start,0.0,0.0
Start,CP1,1.434,84.98980712890625
Start,CP10,8.955,96.40864562988281
Start,CP11,8.323,300.6544494628906
Start,CP12,4.193,257.8404541015625
Start,CP13,5.716,246.22071838378906
Start,CP14,2.551,141.59884643554688
Start,CP15,3.763,18.916519165039062
Start,CP2,2.414,98.26556396484375
Start,CP3,2.073,21.369033813476562
Start,CP4,0.0,0.0
Start,CP5,1.434,84.98980712890625
Start,CP6,4.079,256.29510498046875
Start,CP7,7.978,343.557373046875
Start,CP8,6.753,292.7352294921875
Start,CP9,8.833,345.942138671875
Start,Finish,0.0,0.0
