StartCP,FinishCP,Distance,Height_Gain
CP15,CP13,5.733,122.44546508789062
CP15,CP14,3.472,73.69526672363281
CP15,CP16,3.621,45.354522705078125
CP15,CP17,5.914,96.03215026855469
CP15,CP2,2.562,102.08470153808594
CP15,CP3,7.522,208.29896545410156
CP15,CP4,7.951,313.61029052734375
CP15,CP8,7.07,168.04666137695312
CP15,CP9,2.366,8.733474731445312
CP15,Finish,4.838,53.7403564453125
CP15,Start,7.124,158.35385131835938
CP16,CP1,6.995,104.91204833984375
CP16,CP10,3.238,10.665283203125
CP16,CP11,0.886,105.86083984375
CP16,CP12,5.38,44.8848876953125
CP16,CP13,3.313,103.43183898925781
CP16,CP14,4.795,82.99903869628906
CP16,CP15,3.621,105.25410461425781
CP16,CP17,6.561,38.62193298339844
CP16,CP2,3.885,111.38847351074219
CP16,CP3,8.856,210.44847106933594
CP16,CP4,5.531,294.5966796875
CP16,CP8,8.393,177.35043334960938
CP16,CP9,2.98,8.065643310546875
CP16,Finish,2.418,34.72673034667969
CP16,Start,8.448,167.65762329101562
CP17,CP1,2.177,44.93089294433594
CP17,CP10,5.564,45.89353942871094
CP17,CP11,7.221,182.79681396484375
CP17,CP12,7.706,80.11314392089844
CP17,CP13,8.673,157.00588989257812
CP17,CP14,2.443,81.06895446777344
CP17,CP15,5.914,197.22474670410156
CP17,CP16,6.561,79.91494750976562
CP17,CP2,4.166,149.0682373046875
CP17,CP3,11.182,245.67672729492188
CP17,CP4,10.891,348.17071533203125
CP17,CP8,3.442,114.84046936035156
CP17,CP9,3.853,34.71836853027344
CP17,Finish,7.778,88.30078125
CP17,Start,2.79,61.91087341308594
CP2,CP1,3.923,45.10945129394531
CP2,CP10,2.418,7.2842559814453125
CP2,CP11,4.546,152.0284423828125
CP2,CP12,4.56,41.50386047363281
CP2,CP13,5.997,126.23751831054688
CP2,CP14,1.723,23.196441650390625
CP2,CP15,2.562,99.74238586425781
CP2,CP16,3.885,49.146575927734375
CP2,CP17,4.166,45.5333251953125
CP2,CP3,8.036,207.06744384765625
CP2,CP4,8.215,317.40234375
CP2,CP8,5.322,117.54783630371094
CP2,CP9,1.785,6.2418975830078125
CP2,Finish,5.102,57.53240966796875
CP2,Start,5.376,107.85502624511719
CP3,CP1,11.146,142.6212921142578
CP3,CP10,5.618,44.254791259765625
CP3,CP11,9.517,193.11871337890625
CP3,CP12,3.476,38.45904541015625
CP3,CP13,10.968,167.32778930664062
CP3,CP14,8.946,120.70828247070312
CP3,CP15,7.522,147.98692321777344
CP3,CP16,8.856,90.23684692382812
CP3,CP17,11.182,84.17208862304688
CP3,CP2,8.036,149.09771728515625
CP3,CP4,8.217,278.72967529296875
CP3,CP8,12.544,215.05967712402344
CP3,CP9,7.602,53.61579895019531
CP3,Finish,10.073,98.6226806640625
CP3,Start,12.599,205.3668670654297
CP4,CP1,11.325,125.74803161621094
CP4,CP10,7.568,31.501266479492188
CP4,CP11,6.417,153.0377197265625
CP4,CP12,7.717,34.93635559082031
CP4,CP13,6.13,117.81498718261719
CP4,CP14,9.125,103.83502197265625
CP4,CP15,7.951,126.090087890625
CP4,CP16,5.531,47.1768798828125
CP4,CP17,10.891,59.457916259765625
CP4,CP2,8.215,132.22445678710938
CP4,CP3,8.217,151.52149963378906
CP4,CP8,12.723,198.18641662597656
CP4,CP9,7.31,28.901626586914062
CP4,Finish,5.235,49.10987854003906
CP4,Start,12.778,188.4936065673828
CP8,CP1,1.399,28.145767211914062
CP8,CP10,6.927,132.82785034179688
CP8,CP11,9.054,277.572021484375
CP8,CP12,9.068,167.04745483398438
CP8,CP13,10.505,251.78111267089844
CP8,CP14,3.599,109.13018798828125
CP8,CP15,7.07,225.28598022460938
CP8,CP16,8.393,174.69017028808594
CP8,CP17,3.442,70.88719177246094
CP8,CP2,5.322,177.1294708251953
CP8,CP3,12.544,332.61102294921875
CP8,CP4,12.723,442.9459228515625
CP8,CP9,5.953,102.99861145019531
CP8,Finish,9.611,183.0760040283203
CP8,Start,1.604,28.274520874023438
CP9,CP1,4.554,75.98419189453125
CP9,CP10,1.984,16.807937622070312
CP9,CP11,3.641,153.71121215820312
CP9,CP12,4.126,51.02754211425781
CP9,CP13,5.092,127.9202880859375
CP9,CP14,2.695,82.85806274414062
CP9,CP15,2.366,111.39675903320312
CP9,CP16,2.98,50.829345703125
CP9,CP17,3.853,36.189056396484375
CP9,CP2,1.785,111.24749755859375
CP9,CP3,7.602,216.59112548828125
CP9,CP4,7.31,319.0851135253906
CP9,CP8,5.953,148.42257690429688
CP9,Finish,4.197,59.215179443359375
CP9,Start,6.007,138.72976684570312
Finish,CP1,8.212,108.07115173339844
Finish,CP10,4.455,13.824386596679688
Finish,CP11,3.304,135.36083984375
Finish,CP12,6.597,48.04399108886719
Finish,CP13,2.126,87.10896301269531
Finish,CP14,6.012,86.15814208984375
Finish,CP15,4.838,108.4132080078125
Finish,CP16,2.418,29.5
Finish,CP17,7.778,41.781036376953125
Finish,CP2,5.102,114.54757690429688
Finish,CP3,10.073,213.60757446289062
Finish,CP4,5.235,291.30291748046875
Finish,CP8,9.611,180.50953674316406
Finish,CP9,4.197,11.224746704101562
Finish,Start,9.665,170.8167266845703
Start,CP1,1.453,20.808456420898438
Start,CP10,6.981,125.49053955078125
Start,CP11,9.108,270.2347412109375
Start,CP12,9.123,159.71014404296875
Start,CP13,10.56,244.4438018798828
Start,CP14,3.653,101.79287719726562
Start,CP15,7.124,217.94866943359375
Start,CP16,8.448,167.3528594970703
Start,CP17,2.79,20.313095092773438
Start,CP2,5.376,169.7921600341797
Start,CP3,12.599,325.27374267578125
Start,CP4,12.778,435.608642578125
Start,CP8,1.604,30.630020141601562
Start,CP9,6.007,95.66130065917969
Start,Finish,9.665,175.7386932373047
