CP,BNG,1000,1030,1100,1130,1200,1230,1300,1330,1400,1430,1500,1530,1600,1630,1700
Start,147 835,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CP01,135 845,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
CP02,145 850,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0
CP03,158 839,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0
CP04,147 835,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0
CP05,135 845,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1
CP06,124 832,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
CP07,099 829,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0
CP08,113 846,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
CP09,125 845,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1
CP10,142 861,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0
CP11,124 853,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
CP12,131 819,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
CP13,107 814,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
CP14,156 820,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CP15,164 842,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Finish,147 835,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1


